CUSTOMERNAME,CONTACTLASTNAME,CONTACTFIRSTNAME,PHONE_STAND,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CUSTOMER_ID
Mini Wheels Co.,Murphy,Julie,+16505555787,5557 North Pendale Street,San Francisco,CA,Unknown,USA,233
"Australian Collectors, Co.",Ferguson,Peter,+610395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,234
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,235
"Anna's Decorations, Ltd",O'Hara,Anna,+610299368555,201 Miller Street,North Sydney,NSW,2060,Australia,236
Corporate Gift Ideas Co.,Brown,Julie,+16505551386,7734 Strong St.,San Francisco,CA,Unknown,USA,237
"Anna's Decorations, Ltd",O'Hara,Anna,+610299368555,201 Miller Street,North Sydney,NSW,2060,Australia,238
Quebec Home Shopping Network,Fresnisre,Jean,+15145558054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,239
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,240
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,241
Reims Collectables,Henriot,Paul,+3326471555,59 rue de l'Abbaye,Reims,Unknown,51100,France,242
Lyon Souveniers,Da Cunha,Daniel,+3333146627555,27 rue du Colonel Pierre Avia,Paris,Unknown,75508,France,243
Toys4GrownUps.com,Young,Julie,+16265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,244
Corporate Gift Ideas Co.,Brown,Julie,+16505551386,7734 Strong St.,San Francisco,CA,Unknown,USA,245
"Anna's Decorations, Ltd",O'Hara,Anna,+610299368555,201 Miller Street,North Sydney,NSW,2060,Australia,246
Daedalus Designs Imports,Rance,Martine,+3320161555,"184, chausse de Tournai",Lille,Unknown,59000,France,247
Toys4GrownUps.com,Young,Julie,+16265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,248
Mini Wheels Co.,Murphy,Julie,+16505555787,5557 North Pendale Street,San Francisco,CA,Unknown,USA,249
Auto Canal Petit,Perrier,Dominique,+33147556555,"25, rue Lauriston",Paris,Unknown,75016,France,250
Daedalus Designs Imports,Rance,Martine,+3320161555,"184, chausse de Tournai",Lille,Unknown,59000,France,251
Vitachrome Inc.,Frick,Michael,+12125551500,2678 Kingston Rd.,NYC,NY,10022,USA,252
Tekni Collectables Inc.,Brown,William,+12015559350,7476 Moss Rd.,Newark,NJ,94019,USA,253
Gift Depot Inc.,King,Julie,+12035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,254
Online Mini Collectables,Barajas,Miguel,+16175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,255
Marta's Replicas Co.,Hernandez,Marta,+16175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,256
"Toys of Finland, Co.",Karttunen,Matti,+358902248555,Keskuskatu 45,Helsinki,Unknown,21240,Finland,257
Baane Mini Imports,Bergulfsen,Jonas,+4707989555,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,258
Microscale Inc.,Kuo,Kee,+12125551957,5290 North Pendale Street,NYC,NY,10022,USA,259
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,260
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,261
Technics Stores Inc.,Hirano,Juri,+16505556809,9408 Furth Circle,Burlingame,CA,94217,USA,262
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,263
FunGiftIdeas.com,Benitez,Violeta,+15085552555,1785 First Street,New Bedford,MA,50553,USA,264
"UK Collectables, Ltd.",Devon,Elizabeth,+441715552282,Berkeley Gardens 12  Brewery,Liverpool,Unknown,WX1 6LT,UK,265
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,266
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,267
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,268
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,269
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,270
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,271
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,272
L'ordine Souveniers,Moroni,Maurizio,+390522556555,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,273
Mini Creations Ltd.,Tam,Wing C,+15085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,274
Super Scale Inc.,Murphy,Leslie,+12035559545,567 North Pendale Street,New Haven,CT,97823,USA,275
"Saveley & Henriot, Co.",Saveley,Mary,+3378325555,"2, rue du Commerce",Lyon,Unknown,69004,France,276
"Clover Collections, Co.",Cassidy,Dean,+35335318621555,25 Maiden Lane,Dublin,Unknown,2,Ireland,277
"Blauer See Auto, Co.",Keitel,Roland,+49496966902555,Lyonerstr. 34,Frankfurt,Unknown,60528,Germany,278
Suominen Souveniers,Suominen,Kalle,+35835898045555,"Software Engineering Center, SEC Oy",Espoo,Unknown,FIN-02271,Finland,279
Diecast Classics Inc.,Yu,Kyung,+12155551555,7586 Pompton St.,Allentown,PA,70267,USA,280
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,281
Amica Models & Co.,Accorti,Paolo,+390114988555,Via Monte Bianco 34,Torino,Unknown,10100,Italy,282
"AV Stores, Co.",Ashworth,Victoria,+441715551555,Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,283
Heintze Collectables,Ibsen,Palle,+4586213555,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,284
Vitachrome Inc.,Frick,Michael,+12125551500,2678 Kingston Rd.,NYC,NY,10022,USA,285
"La Corne D'abondance, Co.",Bertrand,Marie,+33142342555,"265, boulevard Charonne",Paris,Unknown,75012,France,286
"Corrida Auto Replicas, Ltd",Sommer,Mart¡n,+34915552282,"C/ Araquil, 67",Madrid,Unknown,28023,Spain,287
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,288
"Tokyo Collectables, Ltd",Shimamura,Akiko,+8181335840555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,289
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,290
Gift Depot Inc.,King,Julie,+12035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,291
Cruz & Sons Co.,Cruz,Arnold,+636325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Unknown,1227 MM,Philippines,292
Marseille Mini Autos,Lebihan,Laurence,+3391244555,"12, rue des Bouchers",Marseille,Unknown,13008,France,293
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,294
Collectables For Less Inc.,Nelson,Allen,+16175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,295
"Men 'R' US Retailers, Ltd.",Chandler,Michael,+12155554369,6047 Douglas Av.,Los Angeles,CA,Unknown,USA,296
Mini Auto Werke,Mendel,Roland,+4376753555,Kirchgasse 6,Graz,Unknown,8010,Austria,297
Herkku Gifts,Oeztan,Veysel,+474722673215,"Drammen 121, PR 744 Sentrum",Bergen,Unknown,N 5804,Norway,298
"Toms Spezialitten, Ltd",Pfalzheim,Henriette,+4902215554327,Mehrheimerstr. 369,Koln,Unknown,50739,Germany,299
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,300
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,301
"Vida Sport, Ltd",Holz,Michael,+410897034555,Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,302
Danish Wholesale Imports,Petersen,Jytte,+4531123555,Vinb'ltet 34,Kobenhavn,Unknown,1734,Denmark,303
"UK Collectables, Ltd.",Devon,Elizabeth,+441715552282,Berkeley Gardens 12  Brewery,Liverpool,Unknown,WX1 6LT,UK,304
L'ordine Souveniers,Moroni,Maurizio,+390522556555,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,305
Online Mini Collectables,Barajas,Miguel,+16175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,306
"Vida Sport, Ltd",Holz,Michael,+410897034555,Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,307
"Blauer See Auto, Co.",Keitel,Roland,+49496966902555,Lyonerstr. 34,Frankfurt,Unknown,60528,Germany,308
"Toms Spezialitten, Ltd",Pfalzheim,Henriette,+4902215554327,Mehrheimerstr. 369,Koln,Unknown,50739,Germany,309
"Volvo Model Replicas, Co",Berglund,Christina,+460921123555,Berguvsvgen  8,Lule,Unknown,S-958 22,Sweden,310
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,311
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,312
Suominen Souveniers,Suominen,Kalle,+35835898045555,"Software Engineering Center, SEC Oy",Espoo,Unknown,FIN-02271,Finland,313
Boards & Toys Co.,Young,Leslie,+13105552373,4097 Douglas Av.,Glendale,CA,92561,USA,314
Scandinavian Gift Ideas,Larsson,Maria,+460695346555,?kergatan 24,Boras,Unknown,S-844 67,Sweden,315
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,316
Danish Wholesale Imports,Petersen,Jytte,+4531123555,Vinb'ltet 34,Kobenhavn,Unknown,1734,Denmark,317
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,318
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,319
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,320
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,321
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,322
L'ordine Souveniers,Moroni,Maurizio,+390522556555,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,323
Mini Creations Ltd.,Tam,Wing C,+15085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,324
Super Scale Inc.,Murphy,Leslie,+12035559545,567 North Pendale Street,New Haven,CT,97823,USA,325
"Saveley & Henriot, Co.",Saveley,Mary,+3378325555,"2, rue du Commerce",Lyon,Unknown,69004,France,326
"Clover Collections, Co.",Cassidy,Dean,+35335318621555,25 Maiden Lane,Dublin,Unknown,2,Ireland,327
CAF Imports,Fernandez,Jesus,+3434913728555,"Merchants House, 27-30 Merchant's Quay",Madrid,Unknown,28023,Spain,328
Suominen Souveniers,Suominen,Kalle,+35835898045555,"Software Engineering Center, SEC Oy",Espoo,Unknown,FIN-02271,Finland,329
Diecast Classics Inc.,Yu,Kyung,+12155551555,7586 Pompton St.,Allentown,PA,70267,USA,330
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,331
Amica Models & Co.,Accorti,Paolo,+390114988555,Via Monte Bianco 34,Torino,Unknown,10100,Italy,332
"AV Stores, Co.",Ashworth,Victoria,+441715551555,Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,333
Heintze Collectables,Ibsen,Palle,+4586213555,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,334
Baane Mini Imports,Bergulfsen,Jonas,+4707989555,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,335
"La Corne D'abondance, Co.",Bertrand,Marie,+33142342555,"265, boulevard Charonne",Paris,Unknown,75012,France,336
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,337
Reims Collectables,Henriot,Paul,+3326471555,59 rue de l'Abbaye,Reims,Unknown,51100,France,338
"Tokyo Collectables, Ltd",Shimamura,Akiko,+8181335840555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,339
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,340
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,341
Gift Depot Inc.,King,Julie,+12035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,342
Cruz & Sons Co.,Cruz,Arnold,+636325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Unknown,1227 MM,Philippines,343
Marseille Mini Autos,Lebihan,Laurence,+3391244555,"12, rue des Bouchers",Marseille,Unknown,13008,France,344
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,345
Collectables For Less Inc.,Nelson,Allen,+16175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,346
Corporate Gift Ideas Co.,Brown,Julie,+16505551386,7734 Strong St.,San Francisco,CA,Unknown,USA,347
"Anna's Decorations, Ltd",O'Hara,Anna,+610299368555,201 Miller Street,North Sydney,NSW,2060,Australia,348
Herkku Gifts,Oeztan,Veysel,+474722673215,"Drammen 121, PR 744 Sentrum",Bergen,Unknown,N 5804,Norway,349
"Toms Spezialitten, Ltd",Pfalzheim,Henriette,+4902215554327,Mehrheimerstr. 369,Koln,Unknown,50739,Germany,350
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,351
Auto Canal Petit,Perrier,Dominique,+33147556555,"25, rue Lauriston",Paris,Unknown,75016,France,352
"Vida Sport, Ltd",Holz,Michael,+410897034555,Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,353
Danish Wholesale Imports,Petersen,Jytte,+4531123555,Vinb'ltet 34,Kobenhavn,Unknown,1734,Denmark,354
"UK Collectables, Ltd.",Devon,Elizabeth,+441715552282,Berkeley Gardens 12  Brewery,Liverpool,Unknown,WX1 6LT,UK,355
L'ordine Souveniers,Moroni,Maurizio,+390522556555,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,356
Online Mini Collectables,Barajas,Miguel,+16175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,357
"Vida Sport, Ltd",Holz,Michael,+410897034555,Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,358
"Blauer See Auto, Co.",Keitel,Roland,+49496966902555,Lyonerstr. 34,Frankfurt,Unknown,60528,Germany,359
"Toms Spezialitten, Ltd",Pfalzheim,Henriette,+4902215554327,Mehrheimerstr. 369,Koln,Unknown,50739,Germany,360
"Volvo Model Replicas, Co",Berglund,Christina,+460921123555,Berguvsvgen  8,Lule,Unknown,S-958 22,Sweden,361
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,362
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,363
Suominen Souveniers,Suominen,Kalle,+35835898045555,"Software Engineering Center, SEC Oy",Espoo,Unknown,FIN-02271,Finland,364
"Toys of Finland, Co.",Karttunen,Matti,+358902248555,Keskuskatu 45,Helsinki,Unknown,21240,Finland,365
Scandinavian Gift Ideas,Larsson,Maria,+460695346555,?kergatan 24,Boras,Unknown,S-844 67,Sweden,366
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,367
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,368
Classic Legends Inc.,Hernandez,Maria,+12125558493,5905 Pompton St.,NYC,NY,10022,USA,369
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,370
Suominen Souveniers,Suominen,Kalle,+35835898045555,"Software Engineering Center, SEC Oy",Espoo,Unknown,FIN-02271,Finland,371
"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,+358981443655,Torikatu 38,Oulu,Unknown,90110,Finland,372
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,373
"Stylish Desk Decors, Co.",Brown,Ann,+441715550297,35 King George,London,Unknown,WX3 6FW,UK,374
"Iberia Gift Imports, Corp.",Roel,Jose Pedro,+34955558282,"C/ Romero, 33",Sevilla,Unknown,41101,Spain,375
Mini Classics,Frick,Steve,+19145554562,3758 North Pendale Street,White Plains,NY,24067,USA,376
Diecast Collectables,Franco,Valarie,+16175552555,6251 Ingle Ln.,Boston,MA,51003,USA,377
Signal Collectibles Ltd.,Taylor,Sue,+14155554312,2793 Furth Circle,Brisbane,CA,94217,USA,378
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,379
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,380
Handji Gifts& Co,Victorino,Wendy,+65652241555,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,381
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,382
Diecast Classics Inc.,Yu,Kyung,+12155551555,7586 Pompton St.,Allentown,PA,70267,USA,383
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,384
Marta's Replicas Co.,Hernandez,Marta,+16175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,385
Heintze Collectables,Ibsen,Palle,+4586213555,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,386
Vitachrome Inc.,Frick,Michael,+12125551500,2678 Kingston Rd.,NYC,NY,10022,USA,387
"La Corne D'abondance, Co.",Bertrand,Marie,+33142342555,"265, boulevard Charonne",Paris,Unknown,75012,France,388
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,389
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,390
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,391
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,392
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,393
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,394
Cruz & Sons Co.,Cruz,Arnold,+636325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Unknown,1227 MM,Philippines,395
Marseille Mini Autos,Lebihan,Laurence,+3391244555,"12, rue des Bouchers",Marseille,Unknown,13008,France,396
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,397
Collectables For Less Inc.,Nelson,Allen,+16175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,398
"Men 'R' US Retailers, Ltd.",Chandler,Michael,+12155554369,6047 Douglas Av.,Los Angeles,CA,Unknown,USA,399
Mini Auto Werke,Mendel,Roland,+4376753555,Kirchgasse 6,Graz,Unknown,8010,Austria,400
Herkku Gifts,Oeztan,Veysel,+474722673215,"Drammen 121, PR 744 Sentrum",Bergen,Unknown,N 5804,Norway,401
Online Diecast Creations Co.,Young,Valarie,+16035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,402
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,403
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,404
"Vida Sport, Ltd",Holz,Michael,+410897034555,Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,405
"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,+358981443655,Torikatu 38,Oulu,Unknown,90110,Finland,406
"UK Collectables, Ltd.",Devon,Elizabeth,+441715552282,Berkeley Gardens 12  Brewery,Liverpool,Unknown,WX1 6LT,UK,407
L'ordine Souveniers,Moroni,Maurizio,+390522556555,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,408
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,409
"Vida Sport, Ltd",Holz,Michael,+410897034555,Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,410
"Blauer See Auto, Co.",Keitel,Roland,+49496966902555,Lyonerstr. 34,Frankfurt,Unknown,60528,Germany,411
"Toms Spezialitten, Ltd",Pfalzheim,Henriette,+4902215554327,Mehrheimerstr. 369,Koln,Unknown,50739,Germany,412
FunGiftIdeas.com,Benitez,Violeta,+15085552555,1785 First Street,New Bedford,MA,50553,USA,413
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,414
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,415
Suominen Souveniers,Suominen,Kalle,+35835898045555,"Software Engineering Center, SEC Oy",Espoo,Unknown,FIN-02271,Finland,416
"Toys of Finland, Co.",Karttunen,Matti,+358902248555,Keskuskatu 45,Helsinki,Unknown,21240,Finland,417
Scandinavian Gift Ideas,Larsson,Maria,+460695346555,?kergatan 24,Boras,Unknown,S-844 67,Sweden,418
Mini Caravy,Citeaux,Frederique,+3388601555,"24, place Kluber",Strasbourg,Unknown,67000,France,419
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,420
Baane Mini Imports,Bergulfsen,Jonas,+4707989555,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,421
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,422
"Corrida Auto Replicas, Ltd",Sommer,Mart¡n,+34915552282,"C/ Araquil, 67",Madrid,Unknown,28023,Spain,423
Technics Stores Inc.,Hirano,Juri,+16505556809,9408 Furth Circle,Burlingame,CA,94217,USA,424
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,425
Mini Auto Werke,Mendel,Roland,+4376753555,Kirchgasse 6,Graz,Unknown,8010,Austria,426
"Australian Gift Network, Co",Calaghan,Tony,+6161738446555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,427
"Classic Gift Ideas, Inc",Cervantes,Francisca,+12155554695,782 First Street,Philadelphia,PA,71270,USA,428
"Saveley & Henriot, Co.",Saveley,Mary,+3378325555,"2, rue du Commerce",Lyon,Unknown,69004,France,429
Canadian Gift Exchange Network,Tannamuri,Yoshi,+16045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,430
West Coast Collectables Co.,Thompson,Steve,+13105553722,3675 Furth Circle,Burbank,CA,94019,USA,431
Cambridge Collectables Co.,Tseng,Kyung,+16175555555,4658 Baden Av.,Cambridge,MA,51247,USA,432
Super Scale Inc.,Murphy,Leslie,+12035559545,567 North Pendale Street,New Haven,CT,97823,USA,433
"Tokyo Collectables, Ltd",Shimamura,Akiko,+8181335840555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,434
Souveniers And Things Co.,Huxley,Adrian,+6161294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,435
Amica Models & Co.,Accorti,Paolo,+390114988555,Via Monte Bianco 34,Torino,Unknown,10100,Italy,436
Scandinavian Gift Ideas,Larsson,Maria,+460695346555,?kergatan 24,Boras,Unknown,S-844 67,Sweden,437
Auto Assoc. & Cie.,Tonini,Daniel,+3330598555,"67, avenue de l'Europe",Versailles,Unknown,78000,France,438
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,439
Online Diecast Creations Co.,Young,Valarie,+16035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,440
Mini Wheels Co.,Murphy,Julie,+16505555787,5557 North Pendale Street,San Francisco,CA,Unknown,USA,441
